0.72696	28.4	67048	74944	51400	65488	88776	26680	83184	76736	86168	51160	54016	71696	1.0788e+005	77880	96360	72592	75272	73528	54592	69872	80024	85288	69040	94568	1.1222e+005	87240	80776	78368	72456	78904	78080	80928	99712	77584	83936	83040	1.157e+005	93952	71824	86680	71040	82736	69736	73224	67280	87072	91088	88448	1.1102e+005	74904	76888	78776	42608	63928	82736	68640	68088	70936	61840	71208	1.1236e+005	81360	63824	85528	66352	71208	99864	87904	71104	59592	90880	82136	1.1548e+005	78088	76672	61472	55136	61216	57688	45112	42808	17880	53952	84928	1.0542e+005	64872	38664	70552	19664	46200	45728	4832	2568	656	45968	57208
0.74968	28.4	67224	75952	51288	65648	89392	27040	82944	76928	86792	50680	53024	71696	1.0732e+005	78224	95784	72176	74288	73560	53544	69408	79680	85256	68920	96152	1.1281e+005	87688	80000	79272	72232	78952	77416	81120	99760	76816	83992	84192	1.1717e+005	94048	71416	87192	70776	83080	69424	73112	67016	87520	91296	89888	1.1199e+005	74752	76176	79608	41264	64040	82232	69248	68600	71888	61880	73128	1.117e+005	80632	63752	86016	65952	70840	1.0167e+005	89176	71480	59736	91872	83384	1.151e+005	77592	74536	61368	55064	61456	58096	45632	42936	18408	53320	87248	1.0576e+005	65112	39048	72296	19800	45728	46040	5024	2688	648	46752	58696
0.77236	28.4	67000	76032	50784	65584	89504	26832	82096	77048	85768	49000	51936	71976	1.0674e+005	78072	95080	70608	72088	72616	52280	68584	79512	84264	68024	97280	1.12e+005	87280	79176	78640	70968	78168	76664	80368	1.0049e+005	76128	84168	85104	1.1691e+005	93624	70944	87304	70264	82248	69056	72416	65832	87264	90888	90056	1.1188e+005	73856	75888	79496	40080	64144	81560	69832	68592	72880	62272	74640	1.1245e+005	80520	63344	85656	66008	70400	1.031e+005	89544	70648	59832	92728	84208	1.1466e+005	76464	73608	61480	54816	61712	57760	45792	42424	18360	52624	88040	1.06e+005	64968	39208	74448	20280	45832	46448	5744	2704	616	46808	59960
0.79506	28.4	66480	75616	50784	64840	89224	26928	81184	75512	84416	47416	50608	71520	1.0525e+005	76368	93104	68896	69784	71888	50720	67520	78368	82616	66208	97024	1.1054e+005	85376	77144	78096	69112	76664	74328	78720	98400	74688	82976	84080	1.1563e+005	92024	68816	86184	68472	80424	67032	71088	63328	87128	90624	90120	1.1013e+005	72520	73432	78944	38000	62880	79256	69944	68072	72016	61368	75312	1.0984e+005	78544	61936	84912	64400	69264	1.0312e+005	88816	70112	59256	91824	84208	1.1254e+005	75120	71608	61096	54064	60640	58168	46288	42392	18520	51672	87760	1.039e+005	63112	39280	75472	20392	44944	46720	5032	2768	672	46608	61024
0.81775	28.4	65592	75056	50576	63840	88288	26528	78648	75416	83520	45560	48920	70712	1.023e+005	74800	90944	66976	67376	70792	48432	66192	77304	81048	64000	96880	1.081e+005	83736	74304	76856	66624	74472	71904	77424	96272	73128	81592	83176	1.1402e+005	89320	67016	84936	66960	78936	64384	69688	60128	85656	88512	89152	1.0769e+005	70592	71560	77592	36496	61920	77400	69928	67000	71712	60096	76312	1.0706e+005	76760	61392	83400	62872	68160	1.0234e+005	87640	68208	57904	91160	84016	1.0997e+005	73472	69112	60080	53992	60080	56888	45480	41536	19088	50056	88808	1.0215e+005	61784	39032	76376	20008	44232	46632	5160	2856	680	46704	61576
0.84049	28.4	64608	74456	49656	63520	88256	26472	77400	74152	82296	43832	47432	70416	99848	73504	88272	65624	63848	69744	47072	65032	75752	79304	62560	96856	1.0616e+005	82320	72664	75032	64952	72560	69648	75576	93672	71512	79304	82824	1.1296e+005	88152	65520	84760	66216	76848	63864	67664	58296	83824	86696	87152	1.0506e+005	69328	68872	75840	34848	60888	75496	69536	66376	70664	58840	77200	1.05e+005	74728	60808	82504	61688	66152	1.0258e+005	86664	66816	57384	90016	83824	1.0714e+005	71096	66000	59392	53928	58136	56528	45080	40464	19184	48624	88048	99280	61224	39408	77528	20504	43400	46144	5352	2976	672	46144	62744
0.86318	28.4	62072	71752	47616	61304	84712	25144	73488	71688	78920	40608	44760	67544	94640	70144	83984	62128	60040	67144	44576	62048	72712	75736	58536	93504	1.0081e+005	77536	68800	71896	61048	69032	65208	72152	90016	68808	76336	79920	1.0732e+005	83416	61776	81248	62248	73616	60928	65192	54576	79848	83536	83904	99752	65520	65768	73264	32320	58216	72248	67600	63696	69000	57256	75976	99704	70192	57576	79096	58856	63736	1.0002e+005	84424	64104	54768	86752	81712	1.0234e+005	67448	62728	56880	52528	56200	55056	44096	38984	19336	46504	85920	94576	58016	37992	75864	19928	41448	44720	5376	2832	680	45800	61936
0.88594	28.4	60424	69552	46248	59392	83528	24672	70880	68688	76240	38752	42992	66176	89920	67032	79848	59544	56952	64760	42536	59888	69544	73008	55696	92216	97168	74240	65496	69120	57320	65528	61848	69696	87392	65664	73640	77856	1.0362e+005	79656	58496	78888	60184	70288	58504	62368	51728	77752	80152	81288	95120	62816	62568	70232	30640	56552	68424	66824	61872	67224	55208	75184	94720	67424	55528	76824	55936	61176	97624	81896	61920	53384	84272	79312	97168	64368	59384	55008	50560	54032	53208	42784	37440	19360	44320	84480	91168	55504	36560	75128	19856	39928	43968	5416	2920	664	44608	61736
0.90866	28.4	58640	68128	44584	57440	82272	24488	68320	67792	73984	36784	41136	64680	86464	64032	77008	57456	53536	62936	40240	57640	67560	70400	52640	90800	93488	71776	62808	66568	54440	63304	59160	68168	84528	63720	70696	75928	1.0165e+005	77264	56736	76488	57600	67784	56816	60432	49288	76232	77496	79128	91376	59968	59920	68096	28936	54832	66512	65032	60400	65552	53744	74600	92024	64424	54168	74856	54144	59744	96416	80016	59288	51152	81504	77880	93344	61688	56208	52648	49776	52160	52248	41768	36072	19376	42936	82824	87344	52888	36088	74688	20040	38392	43248	5576	2960	616	44720	61432
0.93138	28.4	55472	64672	43128	54952	78448	23528	64416	64024	71088	34440	38688	61376	80920	60464	72896	53200	50168	59688	38184	54608	62616	66752	49160	86584	87616	66904	58584	63040	50592	59488	54616	63368	79376	59584	67336	72120	96008	72176	52528	72600	54120	64240	53560	57392	46048	70760	73712	74816	86232	56008	56384	63944	26552	51600	61936	62360	56872	62264	51712	72888	85880	60208	50784	71024	50760	56696	92088	76264	56096	47960	78040	74880	87120	57176	51976	49808	47888	49120	50088	40152	34072	19096	40288	79056	82360	49544	34336	72280	19232	36704	41536	5552	2992	640	42888	59624
0.95413	28.4	52344	62168	41464	53288	75560	22392	61640	60464	68512	32600	36776	58976	76568	57104	68592	51000	46856	56968	35936	52296	60168	62552	46784	82688	83288	62592	55384	60216	47896	56440	51544	61160	75672	56384	63024	69144	90680	67360	49768	69632	51832	60648	50840	54568	42840	67960	69976	71152	81136	52848	53184	61208	25248	49080	59152	60504	53864	59696	48464	71328	81024	56144	48368	68080	48088	54160	88616	73024	53200	45608	74520	71424	81928	53712	48712	48064	45832	47048	47896	38560	32256	18784	38800	76304	77032	47288	32920	70288	19248	34728	39896	5656	3072	632	41840	58424
0.97683	28.4	48664	58280	38656	50240	71880	20976	56888	56712	63888	30288	34624	55208	70008	52288	62904	47608	42952	53328	33384	47952	55536	58216	43256	77888	76648	57296	50792	55288	43408	51624	47368	56576	70768	52248	58704	64000	84432	61840	45920	65072	47632	56160	47528	50584	39712	62992	65456	66136	74112	48192	48088	56600	23216	45640	54472	56136	50568	55520	45656	67416	73568	51384	44400	62808	43984	50448	82704	68136	49328	42952	69184	67120	75520	49808	44232	44744	42816	43904	44520	36176	30008	18032	36560	71728	71528	42920	30552	67064	18256	31976	37488	5440	3048	672	40296	56128
0.99961	28.4	46840	56304	37488	49112	70600	20496	55072	54648	62184	28936	33472	53592	67720	50824	61968	45568	40952	51336	32656	46616	53496	56456	41304	75480	74064	55872	49680	53808	41672	49824	45320	55288	68544	50608	56504	62488	81952	60256	44168	63696	46536	54776	46448	49240	38328	60744	63152	63664	71856	47064	46424	54552	22376	43872	52944	55072	48864	54208	44608	67168	71480	49904	43384	61496	42888	49000	81904	66896	47464	41112	67360	65144	73192	47408	42328	43112	41688	41960	43576	35216	28816	18304	36024	69632	68544	41232	29976	66064	18432	30928	36872	5696	3056	624	39192	55296
1.0223	28.4	44256	53072	35232	46664	67880	19800	51816	51904	59688	27704	32104	50832	63936	47600	58864	43544	38936	48672	31368	43872	50208	53000	38672	72072	69392	52216	46584	51224	38936	47272	42696	52744	65736	47904	53400	59072	77464	56392	41664	60456	45000	52096	43936	47320	36128	57880	59392	60216	67928	44472	44136	51680	21680	42064	49896	52456	45752	51376	42016	64504	68008	46512	41104	58808	40256	47480	78608	63840	45200	38400	63560	62248	68984	44504	40008	40496	40080	39824	41520	33728	27944	18128	34488	65504	64776	38624	28544	63008	17888	29312	35424	5616	3240	696	38464	53392
